"Accession","gene","protein_desc","protein_id","location","rep","strain","time","area","total_area","n_area","tabasco_id","class","Ribosome","coli Pol","coli Pol-P","coli Pol-2.0","coli Pol-P-2.0","sim_count","sim_count2"
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-44",300,1.93845e+07,1.35849e+11,0.000142691,"gp4.3",2,2.6,0,346.05,0,1258.27,1129.44,278.33
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-44",300,1.45143e+08,1.35849e+11,0.00106841,"gp4.5",2,2.6,0,346.05,0,1258.27,1276.09,314.06
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-44",300,1.91486e+08,1.35849e+11,0.00140955,"gp4.7",2,2.6,0,346.05,0,1258.27,1129.97,283.74
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-44",300,9.60429e+07,1.35849e+11,0.000706981,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-44",300,4.66105e+06,1.35849e+11,3.43105e-05,"gp5.3",2,2.6,0,346.05,0,1258.27,913.93,228.07
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-44",300,8.28106e+07,1.35849e+11,0.000609577,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-44",300,6.38875e+07,1.35849e+11,0.000470282,"gp5.9",2,2.6,0,346.05,0,1258.27,865.69,214.81
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-44",300,9.68548e+07,1.35849e+11,0.000712958,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-44",300,6.17936e+07,1.35849e+11,0.000454869,"gp6.5",3,2.6,0,346.05,0,1258.27,827.94,222.37
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-44",300,7.99893e+06,1.35849e+11,5.88809e-05,"gp6.7",3,2.6,0,346.05,0,1258.27,785.29,211.93
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-44",300,1.13309e+07,1.35849e+11,8.34079e-05,"gp7",3,2.6,0,346.05,0,1258.27,706.76,191.4
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-44",300,7.35863e+07,1.35849e+11,0.000541676,"gp7.3",3,2.6,0,346.05,0,1258.27,690.5,184.44
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-44",300,1.92216e+07,1.35849e+11,0.000141492,"gp7.7",3,2.6,0,346.05,0,1258.27,627.14,169.49
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-44",300,8.76723e+07,1.35849e+11,0.000645364,"gp8",3,2.6,0,346.05,0,1258.27,235.98,64.6
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-44",300,1.92096e+08,1.35849e+11,0.00141404,"gp9",3,2.6,0,346.05,0,1258.27,312.82,90.82
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-44",300,5.04234e+08,1.35849e+11,0.00371172,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-44",300,5.04234e+08,1.35849e+11,0.00371172,"gp10A",3,2.6,0,346.05,0,1258.27,226.94,70.97
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-44",300,1.0717e+07,1.35849e+11,7.88889e-05,"gp11",3,2.6,0,346.05,0,1258.27,50.71,15.25
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-44",300,2.94327e+07,1.35849e+11,0.000216657,"gp12",3,2.6,0,346.05,0,1258.27,0.49,0.1
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-44",300,5.25558e+06,1.35849e+11,3.86869e-05,"gp13",3,2.6,0,346.05,0,1258.27,53.62,16.05
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-44",300,4.87727e+06,1.35849e+11,3.59021e-05,"gp14",3,2.6,0,346.05,0,1258.27,38.05,11.5
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-44",300,2.29907e+07,1.35849e+11,0.000169237,"gp15",3,2.6,0,346.05,0,1258.27,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-44",300,2.8822e+07,1.35849e+11,0.000212162,"gp16",3,2.6,0,346.05,0,1258.27,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-44",300,4.33963e+07,1.35849e+11,0.000319444,"gp17",3,2.6,0,346.05,0,1258.27,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-44",300,2.4101e+07,1.35849e+11,0.000177409,"gp17.5",3,2.6,0,346.05,0,1258.27,0.19,0.03
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-44",300,9.51214e+06,1.35849e+11,7.00198e-05,"gp18",3,2.6,0,346.05,0,1258.27,0.06,0.02
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-44",300,9.41332e+06,1.35849e+11,6.92924e-05,"gp18.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-44",300,NA,1.35849e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-44",300,8.45919e+06,1.35849e+11,6.22689e-05,"gp19",3,2.6,0,346.05,0,1258.27,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-44",300,NA,1.35849e+11,NA,"gp19.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-44",540,977789,1.50627e+11,6.49144e-06,"gp0.3",1,0.56,0,14.66,0,1660.33,10442.5,4499.98
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-44",540,454685,1.50627e+11,3.0186e-06,"gp0.4",1,0.56,0,14.66,0,1660.33,9887.33,4129.35
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-44",540,6.97957e+07,1.50627e+11,0.000463366,"gp0.7",1,0.56,0,14.66,0,1660.33,8261.18,2202.54
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-44",540,1.61777e+08,1.50627e+11,0.00107402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-44",540,6.08099e+07,1.50627e+11,0.000403711,"gp1.2",2,0.56,0,14.66,0,1660.33,6182.7,1544
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-44",540,4.20061e+08,1.50627e+11,0.00278874,"gp1.3",2,0.56,0,14.66,0,1660.33,6310.94,1537.98
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-44",540,3.49757e+06,1.50627e+11,2.322e-05,"gp1.5",2,0.56,0,14.66,0,1660.33,1863.89,449.9
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-44",540,1.65505e+08,1.50627e+11,0.00109877,"gp1.6",2,0.56,0,14.66,0,1660.33,2579.25,628.23
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-44",540,1.94254e+08,1.50627e+11,0.00128963,"gp1.7",2,0.56,0,14.66,0,1660.33,3458.82,852.97
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-44",540,2.66853e+07,1.50627e+11,0.000177161,"gp1.8",2,0.56,0,14.66,0,1660.33,3396.92,832.56
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-44",540,310381,1.50627e+11,2.06058e-06,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-44",540,1.38992e+09,1.50627e+11,0.00922754,"gp2.5",2,0.56,0,14.66,0,1660.33,3875.83,961.65
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-44",540,5.89111e+07,1.50627e+11,0.000391104,"gp2.8",2,0.56,0,14.66,0,1660.33,3774.68,937.38
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-44",540,9.54884e+07,1.50627e+11,0.000633937,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-44",540,4.27761e+08,1.50627e+11,0.00283986,"gp3.5",2,0.56,0,14.66,0,1660.33,33.16,21.18
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-44",540,3.94937e+07,1.50627e+11,0.000262194,"gp3.8",2,0.56,0,14.66,0,1660.33,4311.14,1053.27
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-44",540,5.58181e+07,1.50627e+11,0.00037057,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-44",540,NA,1.50627e+11,NA,"gp4.2",2,0.56,0,14.66,0,1660.33,4458.9,1096.22
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-44",540,3.80547e+07,1.50627e+11,0.000252641,"gp4.3",2,0.56,0,14.66,0,1660.33,4147.87,1019.55
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-44",540,2.60231e+08,1.50627e+11,0.00172765,"gp4.5",2,0.56,0,14.66,0,1660.33,4633.99,1145.38
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-44",540,4.10541e+08,1.50627e+11,0.00272554,"gp4.7",2,0.56,0,14.66,0,1660.33,4447.2,1113.83
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-44",540,1.62774e+08,1.50627e+11,0.00108064,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-44",540,1.07804e+07,1.50627e+11,7.157e-05,"gp5.3",2,0.56,0,14.66,0,1660.33,4505.3,1115.63
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-44",540,2.38717e+08,1.50627e+11,0.00158482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-44",540,1.55974e+08,1.50627e+11,0.0010355,"gp5.9",2,0.56,0,14.66,0,1660.33,4373.11,1080.15
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-44",540,2.2768e+08,1.50627e+11,0.00151154,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-44",540,1.15037e+08,1.50627e+11,0.00076372,"gp6.5",3,0.56,0,14.66,0,1660.33,4913.94,1264.55
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-44",540,2.9037e+07,1.50627e+11,0.000192774,"gp6.7",3,0.56,0,14.66,0,1660.33,4832.11,1250.06
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-44",540,5.35739e+07,1.50627e+11,0.000355671,"gp7",3,0.56,0,14.66,0,1660.33,4724.69,1221.02
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-44",540,3.59207e+08,1.50627e+11,0.00238474,"gp7.3",3,0.56,0,14.66,0,1660.33,4661.15,1198.56
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-44",540,1.10332e+08,1.50627e+11,0.00073248,"gp7.7",3,0.56,0,14.66,0,1660.33,4562.71,1179.87
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-44",540,3.69292e+08,1.50627e+11,0.00245169,"gp8",3,0.56,0,14.66,0,1660.33,4023,1041.75
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-44",540,1.13706e+09,1.50627e+11,0.00754882,"gp9",3,0.56,0,14.66,0,1660.33,4437.61,1160.68
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-44",540,2.26257e+09,1.50627e+11,0.015021,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-44",540,2.26257e+09,1.50627e+11,0.015021,"gp10A",3,0.56,0,14.66,0,1660.33,4654.82,1250.77
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-44",540,7.48078e+07,1.50627e+11,0.000496641,"gp11",3,0.56,0,14.66,0,1660.33,905.32,245.27
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-44",540,1.16671e+08,1.50627e+11,0.000774567,"gp12",3,0.56,0,14.66,0,1660.33,726.93,195.4
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-44",540,1.51838e+07,1.50627e+11,0.000100804,"gp13",3,0.56,0,14.66,0,1660.33,1424.87,392.97
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-44",540,3.65701e+07,1.50627e+11,0.000242785,"gp14",3,0.56,0,14.66,0,1660.33,1367.69,376.53
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-44",540,9.97325e+07,1.50627e+11,0.000662114,"gp15",3,0.56,0,14.66,0,1660.33,1099.61,305.36
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-44",540,1.5362e+08,1.50627e+11,0.00101987,"gp16",3,0.56,0,14.66,0,1660.33,742.61,206.9
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-44",540,3.07697e+08,1.50627e+11,0.00204277,"gp17",3,0.56,0,14.66,0,1660.33,1161.14,318.87
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-44",540,1.15465e+08,1.50627e+11,0.000766559,"gp17.5",3,0.56,0,14.66,0,1660.33,1305.62,356.68
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-44",540,9.71645e+07,1.50627e+11,0.000645065,"gp18",3,0.56,0,14.66,0,1660.33,1282.42,350.04
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-44",540,2.18744e+07,1.50627e+11,0.000145222,"gp18.5",3,0.56,0,14.66,0,1660.33,1232.12,338.01
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-44",540,NA,1.50627e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-44",540,6.00386e+07,1.50627e+11,0.00039859,"gp19",3,0.56,0,14.66,0,1660.33,985.48,266.17
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-44",540,1.76546e+07,1.50627e+11,0.000117207,"gp19.5",3,0.56,0,14.66,0,1660.33,1404.79,378.46
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-46",60,NA,1.7675e+11,NA,"gp0.3",1,9605.73,1715.69,0,0,0,172.81,174.19
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-46",60,NA,1.7675e+11,NA,"gp0.4",1,9605.73,1715.69,0,0,0,136.13,135.61
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-46",60,NA,1.7675e+11,NA,"gp0.7",1,9605.73,1715.69,0,0,0,0,0
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-46",60,NA,1.7675e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-46",60,NA,1.7675e+11,NA,"gp1.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-46",60,NA,1.7675e+11,NA,"gp1.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-46",60,NA,1.7675e+11,NA,"gp1.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-46",60,1.51334e+07,1.7675e+11,8.56204e-05,"gp1.6",2,9605.73,1715.69,0,0,0,0,0
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-46",60,NA,1.7675e+11,NA,"gp1.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-46",60,NA,1.7675e+11,NA,"gp1.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-46",60,NA,1.7675e+11,NA,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-46",60,626628,1.7675e+11,3.54527e-06,"gp2.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-46",60,NA,1.7675e+11,NA,"gp2.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-46",60,NA,1.7675e+11,NA,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-46",60,NA,1.7675e+11,NA,"gp3.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-46",60,NA,1.7675e+11,NA,"gp3.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-46",60,NA,1.7675e+11,NA,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-46",60,NA,1.7675e+11,NA,"gp4.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-46",60,NA,1.7675e+11,NA,"gp4.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-46",60,NA,1.7675e+11,NA,"gp4.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-46",60,NA,1.7675e+11,NA,"gp4.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-46",60,NA,1.7675e+11,NA,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-46",60,NA,1.7675e+11,NA,"gp5.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-46",60,3.41227e+06,1.7675e+11,1.93056e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-46",60,NA,1.7675e+11,NA,"gp5.9",2,9605.73,1715.69,0,0,0,0,0
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-46",60,NA,1.7675e+11,NA,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-46",60,NA,1.7675e+11,NA,"gp6.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-46",60,NA,1.7675e+11,NA,"gp6.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-46",60,NA,1.7675e+11,NA,"gp7",3,9605.73,1715.69,0,0,0,0,0
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-46",60,NA,1.7675e+11,NA,"gp7.3",3,9605.73,1715.69,0,0,0,0,0
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-46",60,NA,1.7675e+11,NA,"gp7.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-46",60,NA,1.7675e+11,NA,"gp8",3,9605.73,1715.69,0,0,0,0,0
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-46",60,NA,1.7675e+11,NA,"gp9",3,9605.73,1715.69,0,0,0,0,0
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-46",60,7.39639e+07,1.7675e+11,0.000418465,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-46",60,7.39639e+07,1.7675e+11,0.000418465,"gp10A",3,9605.73,1715.69,0,0,0,0,0
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-46",60,NA,1.7675e+11,NA,"gp11",3,9605.73,1715.69,0,0,0,0,0
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-46",60,NA,1.7675e+11,NA,"gp12",3,9605.73,1715.69,0,0,0,0,0
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-46",60,NA,1.7675e+11,NA,"gp13",3,9605.73,1715.69,0,0,0,0,0
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-46",60,NA,1.7675e+11,NA,"gp14",3,9605.73,1715.69,0,0,0,0,0
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-46",60,NA,1.7675e+11,NA,"gp15",3,9605.73,1715.69,0,0,0,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-46",60,1.46434e+07,1.7675e+11,8.28477e-05,"gp16",3,9605.73,1715.69,0,0,0,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-46",60,NA,1.7675e+11,NA,"gp17",3,9605.73,1715.69,0,0,0,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-46",60,NA,1.7675e+11,NA,"gp17.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-46",60,NA,1.7675e+11,NA,"gp18",3,9605.73,1715.69,0,0,0,0,0
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-46",60,NA,1.7675e+11,NA,"gp18.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-46",60,NA,1.7675e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-46",60,NA,1.7675e+11,NA,"gp19",3,9605.73,1715.69,0,0,0,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-46",60,NA,1.7675e+11,NA,"gp19.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-46",300,NA,1.26928e+11,NA,"gp0.3",1,2.6,0,346.05,0,1258.27,7975.23,3943.85
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-46",300,NA,1.26928e+11,NA,"gp0.4",1,2.6,0,346.05,0,1258.27,7504.71,3596.87
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-46",300,6.71572e+07,1.26928e+11,0.000529095,"gp0.7",1,2.6,0,346.05,0,1258.27,5399.92,1566
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-46",300,1.33871e+08,1.26928e+11,0.00105469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-46",300,2.42838e+07,1.26928e+11,0.000191319,"gp1.2",2,2.6,0,346.05,0,1258.27,3326.55,900.23
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-46",300,1.66674e+08,1.26928e+11,0.00131313,"gp1.3",2,2.6,0,346.05,0,1258.27,2968.21,779.6
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-46",300,NA,1.26928e+11,NA,"gp1.5",2,2.6,0,346.05,0,1258.27,678.27,164.37
